InvoiceNo,CustomerID,InvoiceDate,Quantity,UnitPrice,TotalAmount
INV10739,CUST1101,2026-08-21 14:35:34.875647,9,32.25,290.25
INV10740,CUST1131,2026-08-12 14:35:34.875650,6,31.15,186.89999999999998
INV10741,CUST1101,2026-08-28 14:35:34.875653,9,10.48,94.32000000000001
INV10742,CUST1018,2026-06-28 14:35:34.875656,3,59.22,177.66
INV10743,CUST1197,2026-08-08 14:35:34.875659,3,19.44,58.32000000000001
INV10744,CUST1081,2026-09-03 14:35:34.875663,6,10.81,64.86
INV10745,CUST1140,2026-05-04 14:35:34.875669,9,27.04,243.35999999999999
INV10746,CUST1022,2026-08-20 14:35:34.875672,7,14.1,98.7
INV10747,CUST1082,2026-08-02 14:35:34.875675,3,83.4,250.20000000000002
INV10748,CUST1108,2026-04-29 14:35:34.875679,3,89.75,269.25
INV10749,CUST1074,2026-07-22 14:35:34.875682,2,151.16,302.32
INV10750,CUST1128,2026-09-11 14:35:34.875685,9,42.52,382.68
INV10751,CUST1087,2026-04-03 14:35:34.875689,3,31.53,94.59
INV10752,CUST1053,2026-07-21 14:35:34.875692,5,13.52,67.6
INV10753,CUST1198,2026-08-25 14:35:34.875695,9,15.66,140.94
INV10754,CUST1088,2026-09-10 14:35:34.875699,8,9.95,79.6
INV10755,CUST1142,2026-06-16 14:35:34.875702,2,73.92,147.84
INV10756,CUST1064,2026-07-22 14:35:34.875705,3,64.47,193.41
INV10757,CUST1075,2026-08-04 14:35:34.875708,2,92.45,184.9
INV10758,CUST1198,2026-05-07 14:35:34.875712,8,10.05,80.4
INV10759,CUST1142,2026-06-17 14:35:34.875715,6,6.23,37.38
INV10760,CUST1148,2026-09-09 14:35:34.875718,6,15.74,94.44
INV10761,CUST1146,2026-08-27 14:35:34.875724,9,3.68,33.120000000000005
INV10762,CUST1059,2026-09-01 14:35:34.875728,8,42.65,341.2
INV10763,CUST1092,2026-06-29 14:35:34.875731,4,18.42,73.68
INV10764,CUST1160,2026-09-16 14:35:34.875735,4,8.79,35.16
INV10765,CUST1048,2026-07-30 14:35:34.875738,9,1.54,13.86
INV10766,CUST1034,2026-06-24 14:35:34.875741,1,165.69,165.69
INV10767,CUST1171,2026-05-16 14:35:34.875745,2,80.98,161.96
INV10768,CUST1101,2026-08-24 14:35:34.875748,2,36.23,72.46
INV10769,CUST1010,2026-06-07 14:35:34.875751,6,3.53,21.18
INV10770,CUST1098,2026-09-11 14:35:34.875754,4,22.26,89.04
INV10771,CUST1199,2026-05-29 14:35:34.875758,3,21.97,65.91
INV10772,CUST1109,2026-09-10 14:35:34.875761,3,59.86,179.57999999999998
INV10773,CUST1073,2026-08-19 14:35:34.875765,3,49.88,149.64000000000001
INV10774,CUST1193,2026-06-15 14:35:34.875768,6,13.0,78.0
INV10775,CUST1173,2026-09-09 14:35:34.875771,8,5.86,46.88
INV10776,CUST1008,2026-09-03 14:35:34.875775,7,96.27,673.89
INV10777,CUST1002,2026-07-04 14:35:34.875778,4,25.19,100.76
INV10778,CUST1084,2026-07-04 14:35:34.875781,4,46.21,184.84
INV10779,CUST1025,2026-07-19 14:35:34.875785,2,16.36,32.72
INV10780,CUST1071,2026-07-09 14:35:34.875788,1,109.71,109.71
INV10781,CUST1047,2026-08-03 14:35:34.875792,9,1.58,14.22
INV10782,CUST1193,2026-09-01 14:35:34.875795,2,57.81,115.62
INV10783,CUST1197,2026-08-24 14:35:34.875799,8,63.59,508.72
INV10784,CUST1155,2026-09-06 14:35:34.875802,9,9.19,82.71
INV10785,CUST1116,2026-04-28 14:35:34.875805,4,3.99,15.96
INV10786,CUST1153,2026-07-28 14:35:34.875821,8,1.84,14.72
INV10787,CUST1152,2026-08-19 14:35:34.875827,9,9.29,83.60999999999999
INV10788,CUST1011,2026-08-12 14:35:34.875830,5,7.23,36.150000000000006
INV10789,CUST1132,2026-03-26 14:35:34.875833,7,1.93,13.51
INV10790,CUST1047,2026-09-09 14:35:34.875835,4,55.43,221.72
INV10791,CUST1036,2026-07-28 14:35:34.875838,1,102.02,102.02
INV10792,CUST1043,2026-08-07 14:35:34.875841,3,20.4,61.199999999999996
INV10793,CUST1014,2026-07-24 14:35:34.875844,5,71.1,355.5
INV10794,CUST1042,2026-09-17 14:35:34.875847,3,9.51,28.53
INV10795,CUST1175,2026-05-18 14:35:34.875851,7,68.32,478.23999999999995
INV10796,CUST1086,2026-04-10 14:35:34.875854,9,7.39,66.50999999999999
INV10797,CUST1069,2026-07-31 14:35:34.875857,6,56.49,338.94
INV10798,CUST1045,2026-07-09 14:35:34.875860,1,148.55,148.55
INV10799,CUST1107,2026-04-18 14:35:34.875864,7,38.99,272.93
INV10800,CUST1122,2026-07-07 14:35:34.875866,3,210.13,630.39
INV10801,CUST1170,2026-09-09 14:35:34.875870,5,12.21,61.050000000000004
INV10802,CUST1020,2026-07-29 14:35:34.875873,4,124.29,497.16
INV10803,CUST1150,2026-07-25 14:35:34.875876,5,16.8,84.0
INV10804,CUST1106,2026-08-16 14:35:34.875880,5,16.61,83.05
INV10805,CUST1079,2026-06-30 14:35:34.875883,6,12.07,72.42
INV10806,CUST1046,2026-04-08 14:35:34.875886,6,21.16,126.96000000000001
INV10807,CUST1116,2026-04-16 14:35:34.875890,8,4.39,35.12
INV10808,CUST1123,2026-08-14 14:35:34.875892,8,16.38,131.04
INV10809,CUST1142,2026-09-11 14:35:34.875896,9,14.12,127.08
INV10810,CUST1024,2026-01-10 14:35:34.875899,8,28.16,225.28
INV10811,CUST1035,2026-06-01 14:35:34.875903,2,139.52,279.04
INV10812,CUST1050,2026-09-11 14:35:34.875906,1,97.09,97.09
INV10813,CUST1014,2026-04-19 14:35:34.875909,2,32.0,64.0
INV10814,CUST1067,2026-05-19 14:35:34.875913,2,27.52,55.04
INV10815,CUST1020,2026-08-06 14:35:34.875916,3,14.16,42.480000000000004
INV10816,CUST1140,2026-07-27 14:35:34.875919,7,2.7,18.900000000000002
INV10817,CUST1018,2026-08-19 14:35:34.875923,2,36.44,72.88
INV10818,CUST1033,2026-09-15 14:35:34.875926,1,57.26,57.26
INV10819,CUST1077,2026-08-25 14:35:34.875929,6,86.51,519.0600000000001
INV10820,CUST1124,2026-06-13 14:35:34.875932,9,14.71,132.39000000000001
INV10821,CUST1195,2026-09-18 14:35:34.875935,3,24.66,73.98
INV10822,CUST1116,2026-08-25 14:35:34.875938,6,23.38,140.28
INV10823,CUST1051,2026-08-19 14:35:34.875942,3,10.83,32.49
INV10824,CUST1026,2026-08-03 14:35:34.875945,1,98.06,98.06
INV10825,CUST1156,2026-04-20 14:35:34.875948,5,31.52,157.6
INV10826,CUST1155,2026-08-24 14:35:34.875952,4,27.67,110.68
INV10827,CUST1034,2026-08-24 14:35:34.875955,7,12.44,87.08
INV10828,CUST1135,2026-06-30 14:35:34.875958,6,128.94,773.64
INV10829,CUST1143,2026-08-13 14:35:34.875961,7,46.92,328.44
INV10830,CUST1105,2026-09-03 14:35:34.875965,5,31.3,156.5
INV10831,CUST1163,2026-08-13 14:35:34.875968,4,34.09,136.36
INV10832,CUST1157,2026-09-09 14:35:34.875971,7,22.2,155.4
INV10833,CUST1145,2026-09-07 14:35:34.875974,7,6.25,43.75
INV10834,CUST1001,2026-08-08 14:35:34.875977,6,14.24,85.44
INV10835,CUST1176,2026-08-17 14:35:34.875981,8,2.0,16.0
INV10836,CUST1076,2026-04-24 14:35:34.875984,4,26.7,106.8
INV10837,CUST1131,2026-08-22 14:35:34.875987,5,25.49,127.44999999999999
INV10838,CUST1089,2026-07-28 14:35:34.875990,4,12.19,48.76
INV10839,CUST1088,2026-07-20 14:35:34.875993,1,508.76,508.76
INV10840,CUST1093,2026-09-18 14:35:34.875996,8,46.29,370.32
INV10841,CUST1006,2026-07-15 14:35:34.875999,1,202.1,202.1
INV10842,CUST1094,2026-09-07 14:35:34.876002,5,24.87,124.35000000000001
INV10843,CUST1107,2026-03-08 14:35:34.876005,6,52.67,316.02
INV10844,CUST1073,2026-09-09 14:35:34.876008,6,5.17,31.02
INV10845,CUST1038,2026-08-17 14:35:34.876011,5,48.89,244.45
INV10846,CUST1140,2026-09-13 14:35:34.876015,3,10.0,30.0
INV10847,CUST1158,2025-10-07 14:35:34.876018,5,49.43,247.15
INV10848,CUST1070,2026-08-08 14:35:34.876022,8,7.3,58.4
INV10849,CUST1190,2026-07-26 14:35:34.876025,2,162.22,324.44
INV10850,CUST1055,2026-09-14 14:35:34.876028,6,73.75,442.5
INV10851,CUST1169,2026-06-27 14:35:34.876031,9,3.8,34.199999999999996
INV10852,CUST1188,2026-09-04 14:35:34.876035,8,12.9,103.2
INV10853,CUST1041,2026-05-05 14:35:34.876044,8,75.55,604.4
INV10854,CUST1183,2026-09-05 14:35:34.876047,8,13.63,109.04
INV10855,CUST1035,2026-09-06 14:35:34.876050,7,44.11,308.77
INV10856,CUST1083,2026-09-16 14:35:34.876053,8,17.91,143.28
INV10857,CUST1195,2026-08-11 14:35:34.876057,6,13.43,80.58
INV10858,CUST1117,2026-07-31 14:35:34.876060,2,30.24,60.48
INV10859,CUST1006,2026-09-14 14:35:34.876063,2,22.04,44.08
INV10860,CUST1053,2026-06-21 14:35:34.876066,8,28.15,225.2
INV10861,CUST1128,2026-08-13 14:35:34.876072,1,83.3,83.3
INV10862,CUST1171,2026-08-05 14:35:34.876075,6,19.57,117.42
INV10863,CUST1119,2026-08-15 14:35:34.876078,6,18.61,111.66
INV10864,CUST1172,2026-08-19 14:35:34.876081,4,34.79,139.16
INV10865,CUST1105,2026-07-31 14:35:34.876083,3,103.67,311.01
INV10866,CUST1046,2026-09-08 14:35:34.876087,3,200.82,602.46
INV10867,CUST1122,2026-09-06 14:35:34.876089,1,88.53,88.53
INV10868,CUST1140,2026-05-23 14:35:34.876092,3,91.21,273.63
INV10869,CUST1118,2026-03-27 14:35:34.876095,4,56.73,226.92
INV10870,CUST1149,2026-08-21 14:35:34.876098,5,27.57,137.85
INV10871,CUST1117,2026-08-31 14:35:34.876101,3,159.57,478.71
INV10872,CUST1020,2026-07-19 14:35:34.876105,6,7.26,43.56
INV10873,CUST1136,2026-08-18 14:35:34.876108,5,5.47,27.349999999999998
INV10874,CUST1025,2026-09-17 14:35:34.876111,3,99.53,298.59000000000003
INV10875,CUST1008,2026-09-08 14:35:34.876114,6,16.12,96.72
INV10876,CUST1014,2026-07-05 14:35:34.876118,6,48.59,291.54
INV10877,CUST1009,2026-07-16 14:35:34.876121,8,43.17,345.36
INV10878,CUST1121,2026-09-17 14:35:34.876124,2,9.84,19.68
INV10879,CUST1120,2026-09-03 14:35:34.876127,1,332.43,332.43
INV10880,CUST1124,2026-09-03 14:35:34.876130,4,24.8,99.2
INV10881,CUST1169,2026-07-14 14:35:34.876134,7,16.73,117.11
INV10882,CUST1071,2026-09-17 14:35:34.876137,3,52.59,157.77
INV10883,CUST1151,2026-09-12 14:35:34.876140,3,133.78,401.34000000000003
INV10884,CUST1048,2026-06-14 14:35:34.876143,5,2.58,12.9
INV10885,CUST1153,2026-09-07 14:35:34.876147,5,21.44,107.2
INV10886,CUST1090,2026-07-17 14:35:34.876150,3,61.53,184.59
INV10887,CUST1036,2026-09-02 14:35:34.876153,9,22.49,202.41
INV10888,CUST1067,2026-09-12 14:35:34.876156,4,46.73,186.92
INV10889,CUST1049,2026-09-02 14:35:34.876160,3,10.55,31.650000000000002
INV10890,CUST1151,2026-07-04 14:35:34.876164,2,31.69,63.38
INV10891,CUST1018,2026-05-25 14:35:34.876167,9,8.52,76.67999999999999
INV10892,CUST1099,2026-06-04 14:35:34.876170,4,63.7,254.8
INV10893,CUST1059,2026-08-19 14:35:34.876174,3,19.67,59.010000000000005
INV10894,CUST1166,2026-07-14 14:35:34.876177,7,6.5,45.5
INV10895,CUST1088,2026-09-05 14:35:34.876180,8,60.44,483.52
INV10896,CUST1145,2026-08-29 14:35:34.876184,2,5.67,11.34
INV10897,CUST1146,2026-05-06 14:35:34.876187,7,132.76,929.3199999999999
INV10898,CUST1163,2026-09-18 14:35:34.876190,5,35.89,179.45
INV10899,CUST1182,2026-09-13 14:35:34.876193,5,54.89,274.45
INV10900,CUST1068,2026-09-05 14:35:34.876196,3,20.78,62.34
INV10901,CUST1174,2026-09-17 14:35:34.876199,5,2.43,12.15
INV10902,CUST1048,2026-09-06 14:35:34.876203,2,105.42,210.84
INV10903,CUST1107,2026-07-28 14:35:34.876206,4,69.87,279.48
INV10904,CUST1160,2026-08-17 14:35:34.876209,6,35.39,212.34
INV10905,CUST1118,2026-05-08 14:35:34.876212,1,33.12,33.12
INV10906,CUST1148,2026-06-08 14:35:34.876215,4,55.0,220.0
INV10907,CUST1149,2026-08-24 14:35:34.876218,6,38.29,229.74
INV10908,CUST1175,2026-08-31 14:35:34.876221,9,19.02,171.18
INV10909,CUST1036,2026-08-21 14:35:34.876224,2,113.97,227.94
INV10910,CUST1142,2026-07-27 14:35:34.876228,7,41.51,290.57
INV10911,CUST1162,2026-08-31 14:35:34.876231,6,25.44,152.64000000000001
INV10912,CUST1198,2026-07-22 14:35:34.876234,2,11.96,23.92
INV10913,CUST1159,2026-08-18 14:35:34.876237,8,13.79,110.32
INV10914,CUST1010,2026-08-01 14:35:34.876241,7,3.16,22.12
INV10915,CUST1137,2026-08-15 14:35:34.876244,5,17.7,88.5
INV10916,CUST1077,2026-08-29 14:35:34.876250,5,17.68,88.4
INV10917,CUST1076,2026-03-25 14:35:34.876254,7,2.89,20.23
INV10918,CUST1184,2026-06-24 14:35:34.876257,9,8.26,74.34
INV10919,CUST1152,2026-09-09 14:35:34.876261,9,3.07,27.63
INV10920,CUST1001,2026-05-20 14:35:34.876264,9,28.64,257.76
INV10921,CUST1063,2026-08-09 14:35:34.876267,6,75.43,452.58000000000004
INV10922,CUST1034,2026-05-07 14:35:34.876271,6,3.54,21.240000000000002
INV10923,CUST1006,2026-06-14 14:35:34.876274,3,158.52,475.56000000000006
INV10924,CUST1084,2026-08-16 14:35:34.876277,1,120.9,120.9
INV10925,CUST1145,2026-09-17 14:35:34.876281,7,9.06,63.42
INV10926,CUST1066,2026-08-31 14:35:34.876284,4,5.5,22.0
INV10927,CUST1041,2026-08-03 14:35:34.876289,1,114.16,114.16
INV10928,CUST1117,2026-07-20 14:35:34.876292,8,30.92,247.36
INV10929,CUST1124,2026-09-01 14:35:34.876296,6,32.36,194.16
INV10930,CUST1166,2026-09-09 14:35:34.876299,6,2.95,17.700000000000003
INV10931,CUST1168,2026-06-02 14:35:34.876302,2,10.68,21.36
INV10932,CUST1023,2026-01-12 14:35:34.876305,1,87.34,87.34
INV10933,CUST1187,2026-08-05 14:35:34.876308,2,31.25,62.5
INV10934,CUST1045,2026-09-07 14:35:34.876312,4,12.42,49.68
INV10935,CUST1018,2026-08-30 14:35:34.876316,2,29.74,59.48
INV10936,CUST1067,2026-09-17 14:35:34.876319,1,254.05,254.05
INV10937,CUST1101,2026-04-24 14:35:34.876324,7,58.18,407.26
INV10938,CUST1041,2026-09-11 14:35:34.876327,8,10.99,87.92
INV10939,CUST1031,2026-07-29 14:35:34.876330,6,60.81,364.86
INV10940,CUST1166,2026-08-30 14:35:34.876333,4,17.04,68.16
INV10941,CUST1108,2026-08-01 14:35:34.876336,6,17.84,107.03999999999999
INV10942,CUST1035,2026-07-17 14:35:34.876340,3,16.14,48.42
INV10943,CUST1096,2026-06-04 14:35:34.876344,8,20.43,163.44
INV10944,CUST1163,2026-09-05 14:35:34.876347,2,294.68,589.36
INV10945,CUST1130,2026-09-18 14:35:34.876350,5,29.75,148.75
INV10946,CUST1072,2026-09-10 14:35:34.876354,1,76.43,76.43
INV10947,CUST1135,2026-05-03 14:35:34.876357,6,27.76,166.56
INV10948,CUST1096,2026-05-17 14:35:34.876360,2,14.84,29.68
INV10949,CUST1122,2026-07-26 14:35:34.876363,4,84.82,339.28
INV10950,CUST1069,2026-07-25 14:35:34.876366,6,19.15,114.89999999999999
INV10951,CUST1168,2026-07-15 14:35:34.876370,8,12.44,99.52
INV10952,CUST1195,2026-09-07 14:35:34.876373,8,17.78,142.24
INV10953,CUST1012,2026-04-24 14:35:34.876376,6,26.17,157.02
INV10954,CUST1048,2026-08-17 14:35:34.876380,4,5.29,21.16
INV10955,CUST1059,2026-08-21 14:35:34.876383,8,22.77,182.16
INV10956,CUST1129,2026-08-06 14:35:34.876386,8,6.44,51.52
INV10957,CUST1187,2026-09-16 14:35:34.876389,1,197.74,197.74
INV10958,CUST1004,2026-09-08 14:35:34.876392,4,67.34,269.36
INV10959,CUST1171,2026-06-30 14:35:34.876396,4,63.6,254.4
INV10960,CUST1026,2026-09-13 14:35:34.876399,7,18.66,130.62
INV10961,CUST1159,2026-07-25 14:35:34.876403,7,17.16,120.12
INV10962,CUST1148,2026-09-02 14:35:34.876406,8,4.14,33.12
INV10963,CUST1007,2026-08-20 14:35:34.876409,5,46.8,234.0
INV10964,CUST1199,2026-08-29 14:35:34.876413,7,8.21,57.470000000000006
INV10965,CUST1049,2026-08-23 14:35:34.876416,8,14.12,112.96
INV10966,CUST1066,2026-07-04 14:35:34.876419,9,6.69,60.21
INV10967,CUST1043,2026-08-28 14:35:34.876422,3,10.52,31.56
INV10968,CUST1124,2026-07-30 14:35:34.876425,3,52.99,158.97
INV10969,CUST1057,2026-08-11 14:35:34.876429,4,4.59,18.36
INV10970,CUST1002,2026-07-15 14:35:34.876432,5,43.43,217.15
INV10971,CUST1085,2026-04-06 14:35:34.876435,1,67.32,67.32
INV10972,CUST1069,2026-07-01 14:35:34.876438,7,1.43,10.01
INV10973,CUST1129,2026-09-04 14:35:34.876445,9,13.04,117.35999999999999
INV10974,CUST1171,2026-09-17 14:35:34.876448,8,2.15,17.2
INV10975,CUST1001,2026-08-31 14:35:34.876451,5,11.7,58.5
INV10976,CUST1101,2026-07-26 14:35:34.876454,4,48.53,194.12
INV10977,CUST1034,2026-09-15 14:35:34.876458,7,2.82,19.74
INV10978,CUST1097,2026-08-08 14:35:34.876461,5,56.85,284.25
INV10979,CUST1029,2026-07-26 14:35:34.876464,7,1.51,10.57
INV10980,CUST1115,2026-08-25 14:35:34.876467,1,52.52,52.52
INV10981,CUST1007,2026-06-22 14:35:34.876470,1,212.58,212.58
INV10982,CUST1149,2026-09-12 14:35:34.876474,3,22.34,67.02
INV10983,CUST1043,2026-09-14 14:35:34.876477,2,13.06,26.12
INV10984,CUST1185,2026-07-02 14:35:34.876480,2,38.5,77.0
INV10985,CUST1035,2026-08-08 14:35:34.876483,7,8.18,57.26
INV10986,CUST1196,2026-07-11 14:35:34.876487,2,143.73,287.46
INV10987,CUST1076,2026-08-15 14:35:34.876490,4,16.6,66.4
INV10988,CUST1030,2026-09-02 14:35:34.876493,2,121.67,243.34
INV10989,CUST1046,2026-06-08 14:35:34.876497,6,57.28,343.68
INV10990,CUST1054,2026-06-14 14:35:34.876499,8,11.92,95.36
INV10991,CUST1105,2026-07-09 14:35:34.876502,4,92.77,371.08
INV10992,CUST1189,2026-08-30 14:35:34.876506,5,16.21,81.05000000000001
INV10993,CUST1157,2026-07-27 14:35:34.876508,4,127.24,508.96
INV10994,CUST1120,2026-08-23 14:35:34.876512,3,8.01,24.03
INV10995,CUST1054,2026-09-13 14:35:34.876516,5,36.85,184.25
INV10996,CUST1143,2026-04-22 14:35:34.876519,9,12.46,112.14000000000001
INV10997,CUST1011,2026-09-10 14:35:34.876522,8,10.45,83.6
INV10998,CUST1144,2026-03-22 14:35:34.876525,8,20.03,160.24
INV10999,CUST1143,2026-08-14 14:35:34.876529,8,24.07,192.56
